"Id","SalePrice"
1802,141069
1803,152323
1804,142167
1805,146651
1806,110746
1807,120614
1808,118075
1809,120170
1810,145526
1811,79694
1812,92916
1813,127532
1814,86234
1815,57064
1816,88965
1817,113597
1818,135979
1819,122918
1820,67966
1821,98656
1822,160097
1823,43501
1824,123502
1825,142982
1826,95279
1827,102945
1828,138459
1829,107672
1830,135509
1831,132990
1832,92529
1833,127552
1834,122642
1835,123533
1836,112673
1837,85943
1838,125522
1839,91067
1840,171675
1841,159816
1842,71969
1843,145248
1844,131757
1845,134665
1846,152817
1847,129938
1848,59584
1849,95222
1850,114809
1851,142166
1852,127848
1853,131116
1854,180810
1855,159335
1856,214948
1857,127863
1858,141503
1859,115108
1860,158718
1861,115375
1862,330056
1863,331249
1864,331617
1865,318146
1866,337639
1867,251942
1868,300264
1869,215386
1870,251233
1871,259024
1872,170740
1873,227279
1874,136596
1875,210157
1876,196935
1877,212776
1878,207741
1879,118285
1880,137880
1881,236763
1882,254814
1883,193687
1884,201753
1885,274423
1886,294148
1887,236273
1888,271820
1889,168873
1890,121169
1891,141069
1892,100377
1893,121352
1894,116155
1895,136977
1896,124364
1897,116631
1898,114685
1899,149985
1900,148671
1901,173340
1902,138438
1903,228391
1904,149863
1905,178506
1906,150947
1907,187753
1908,108092
1909,133287
1910,115656
1911,208348
1912,359976
1913,153906
1914,68319
1915,312390
1916,56761
1917,279159
1918,146010
1919,163438
1920,145709
1921,422643
1922,325753
1923,202428
1924,234074
1925,202815
1926,408296
1927,129094
1928,163620
1929,121323
1930,128124
1931,148289
1932,141046
1933,178649
1934,181958
1935,180378
1936,178559
1937,184327
1938,168412
1939,232443
1940,178480
1941,175956
1942,182638
1943,212043
1944,366421
1945,360225
1946,132128
1947,312592
1948,166205
1949,231555
1950,183696
1951,248882
1952,198124
1953,165856
1954,190277
1955,143375
1956,297256
1957,148486
1958,312830
1959,143793
1960,112006
1961,115940
1962,92594
1963,98834
1964,109597
1965,146052
1966,162141
1967,266599
1968,428330
1969,401154
1970,487854
1971,469384
1972,395507
1973,261140
1974,320164
1975,461220
1976,288299
1977,353252
1978,388284
1979,308395
1980,184589
1981,356622
1982,240990
1983,216160
1984,167030
1985,238534
1986,207820
1987,195565
1988,174200
1989,191794
1990,212883
1991,243974
1992,217906
1993,172035
1994,237242
1995,189039
1996,252045
1997,323640
1998,325311
1999,276755
2000,304901
2001,261444
2002,253173
2003,241348
2004,277472
2005,230410
2006,222327
2007,249715
2008,221201
2009,186161
2010,188026
2011,135211
2012,176541
2013,178095
2014,186067
2015,192606
2016,194079
2017,192347
2018,118147
2019,127647
2020,112323
2021,113720
2022,175405
2023,112782
2024,228290
2025,374867
2026,169164
2027,150241
2028,158371
2029,175473
2030,262943
2031,244267
2032,261031
2033,276913
2034,169885
2035,221435
2036,178610
2037,186691
2038,289434
2039,231097
2040,267073
2041,290277
2042,207491
2043,168427
2044,167221
2045,209683
2046,137794
2047,159057
2048,138291
2049,129655
2050,177542
2051,96474
2052,127478
2053,150500
2054,85129
2055,152581
2056,132981
2057,118104
2058,205534
2059,137219
2060,160196
2061,159293
2062,130968
2063,116953
2064,141078
2065,112486
2066,142203
2067,104279
2068,135183
2069,80496
2070,98396
2071,83971
2072,125883
2073,144189
2074,195195
2075,141525
2076,133557
2077,155829
2078,128435
2079,141138
2080,116790
2081,128039
2082,120744
2083,143070
2084,107357
2085,121110
2086,121791
2087,121274
2088,99442
2089,76540
2090,132628
2091,113208
2092,123177
2093,110861
2094,115100
2095,144488
2096,69272
2097,92916
2098,139097
2099,54289
2100,80315
2101,115764
2102,134049
2103,93757
2104,116826
2105,116318
2106,60703
2107,220465
2108,107843
2109,96666
2110,123619
2111,151740
2112,130245
2113,118782
2114,107448
2115,155001
2116,124838
2117,151719
2118,134638
2119,93132
2120,121710
2121,84105
2122,90353
2123,88202
2124,168823
2125,125652
2126,151951
2127,147831
2128,123028
2129,98020
2130,145259
2131,134694
2132,107036
2133,115308
2134,120008
2135,103218
2136,71009
2137,116629
2138,139485
2139,152569
2140,141992
2141,138558
2142,124711
2143,131233
2144,110476
2145,136634
2146,148981
2147,133460
2148,130789
2149,142404
2150,217606
2151,110782
2152,129601
2153,146524
2154,102491
2155,142541
2156,229569
2157,242276
2158,221028
2159,192167
2160,166160
2161,247904
2162,404541
2163,358161
2164,266071
2165,179335
2166,142616
2167,250060
2168,193978
2169,192596
2170,217159
2171,140530
2172,146325
2173,136052
2174,227904
2175,304952
2176,312294
2177,242874
2178,224935
2179,139461
2180,217173
2181,187167
2182,235769
2183,184752
2184,126524
2185,118552
2186,153600
2187,154365
2188,156545
2189,232395
2190,81152
2191,80963
2192,94565
2193,113836
2194,101416
2195,102677
2196,103296
2197,110587
2198,156384
2199,189371
2200,144284
2201,128159
2202,210391
2203,161413
2204,152490
2205,105798
2206,136382
2207,232649
2208,264866
2209,236703
2210,117826
2211,110918
2212,107644
2213,88257
2214,125482
2215,91563
2216,133812
2217,66562
2218,78814
2219,76730
2220,74819
2221,305032
2222,257170
2223,285053
2224,230366
2225,142558
2226,196243
2227,205142
2228,259895
2229,244133
2230,161029
2231,213959
2232,170907
2233,170846
2234,247202
2235,199996
2236,263628
2237,339889
2238,209584
2239,114727
2240,162531
2241,140729
2242,124195
2243,118459
2244,103337
2245,108628
2246,134444
2247,105906
2248,123862
2249,124855
2250,134454
2251,88936
2252,167697
2253,173357
2254,182170
2255,203857
2256,186485
2257,207058
2258,171657
2259,173973
2260,158719
2261,197953
2262,217070
2263,360814
2264,452538
2265,168012
2266,295864
2267,349862
2268,397136
2269,156576
2270,186413
2271,230132
2272,188063
2273,165738
2274,176024
2275,169828
2276,201806
2277,183668
2278,152805
2279,129627
2280,109504
2281,163764
2282,187307
2283,102718
2284,113425
2285,160193
2286,126104
2287,366581
2288,267380
2289,375854
2290,476433
2291,314273
2292,431786
2293,482294
2294,452546
2295,448944
2296,276062
2297,298266
2298,328258
2299,409721
2300,328032
2301,283104
2302,237498
2303,232594
2304,229333
2305,180595
2306,182716
2307,189658
2308,215947
2309,280931
2310,212305
2311,195201
2312,175594
2313,177049
2314,172967
2315,174811
2316,191212
2317,178896
2318,167551
2319,172388
2320,202397
2321,256914
2322,169033
2323,194703
2324,173327
2325,210136
2326,170939
2327,212556
2328,227389
2329,187642
2330,174687
2331,363207
2332,394100
2333,318213
2334,260161
2335,263824
2336,346995
2337,216087
2338,274345
2339,231577
2340,362821
2341,220564
2342,230754
2343,227666
2344,228019
2345,224850
2346,206232
2347,198408
2348,232419
2349,179199
2350,292891
2351,247064
2352,249214
2353,234764
2354,128643
2355,141241
2356,148089
2357,196640
2358,187325
2359,128952
2360,107036
2361,137221
2362,270393
2363,142068
2364,179280
2365,233025
2366,194087
2367,204593
2368,204916
2369,213569
2370,171405
2371,174130
2372,186881
2373,292362
2374,318491
2375,257569
2376,283064
2377,371543
2378,135974
2379,197589
2380,144982
2381,154387
2382,202760
2383,200874
2384,250917
2385,165816
2386,132359
2387,133293
2388,102316
2389,127152
2390,134933
2391,144920
2392,110605
2393,181792
2394,148145
2395,203538
2396,134198
2397,198618
2398,120896
2399,61626
2400,53553
2401,113790
2402,129576
2403,130196
2404,152748
2405,158004
2406,148250
2407,128712
2408,143494
2409,120400
2410,169153
2411,120568
2412,150991
2413,132244
2414,134712
2415,131238
2416,130486
2417,122745
2418,127687
2419,124343
2420,134573
2421,146452
2422,96012
2423,108348
2424,153377
2425,155492
2426,145887
2427,134613
2428,168269
2429,123902
2430,140998
2431,115305
2432,140569
2433,145111
2434,144748
2435,143009
2436,116231
2437,101945
2438,130383
2439,97281
2440,122167
2441,99702
2442,82645
2443,111021
2444,128795
2445,74092
2446,119033
2447,192528
2448,136578
2449,104837
2450,142202
2451,133376
2452,196530
2453,81068
2454,123305
2455,118670
2456,133482
2457,131661
2458,129268
2459,97402
2460,142653
2461,108175
2462,123098
2463,115815
2464,164473
2465,153227
2466,112272
2467,146734
2468,78711
2469,67666
2470,172213
2471,209771
2472,172809
2473,122593
2474,90902
2475,217622
2476,111540
2477,125505
2478,152439
2479,101149
2480,154439
2481,120166
2482,137307
2483,110026
2484,117984
2485,125966
2486,150351
2487,167495
2488,152109
2489,151576
2490,155606
2491,83942
2492,170657
2493,137727
2494,142226
2495,71136
2496,197811
2497,145599
2498,113937
2499,88700
2500,130487
2501,130729
2502,140729
2503,89599
2504,179382
2505,211216
2506,255290
2507,269231
2508,240072
2509,211028
2510,230726
2511,177487
2512,208005
2513,220744
2514,243261
2515,146690
2516,162891
2517,140702
2518,152778
2519,225445
2520,220150
2521,189824
2522,220130
2523,127431
2524,144653
2525,159479
2526,133649
2527,106049
2528,128043
2529,138772
2530,119807
2531,266778
2532,230971
2533,200762
2534,237830
2535,311657
2536,252172
2537,230594
2538,184934
2539,195767
2540,172303
2541,182855
2542,168314
2543,131111
2544,111557
2545,114262
2546,127576
2547,150173
2548,148323
2549,164651
2550,663522
2551,139488
2552,117892
2553,79570
2554,107856
2555,105321
2556,104152
2557,108534
2558,106317
2559,134309
2560,156040
2561,162732
2562,126228
2563,164643
2564,225907
2565,137162
2566,146705
2567,130667
2568,191124
2569,181599
2570,118441
2571,173443
2572,170655
2573,233201
2574,196190
2575,133647
2576,121760
2577,158017
2578,71444
2579,60967
2580,99082
2581,113491
2582,100666
2583,254269
2584,154621
2585,177581
2586,218850
2587,209865
2588,145952
2589,151692
2590,215567
2591,168399
2592,189772
2593,251438
2594,187562
2595,211614
2596,301067
2597,172610
2598,294670
2599,320908
2600,101548
2601,132103
2602,78785
2603,95522
2604,77942
2605,74683
2606,145835
2607,199105
2608,219143
2609,161149
2610,108110
2611,113079
2612,153934
2613,127823
2614,124075
2615,157835
2616,147304
2617,172395
2618,208071
2619,192100
2620,192056
2621,182686
2622,191622
2623,255959
2624,285100
2625,263095
2626,177061
2627,161891
2628,484393
2629,508626
2630,354057
2631,444568
2632,434924
2633,301547
2634,379308
2635,154934
2636,179242
2637,159695
2638,259615
2639,176305
2640,152841
2641,98933
2642,180250
2643,97905
2644,129646
2645,104150
2646,93260
2647,100160
2648,143709
2649,141020
2650,148137
2651,143159
2652,415880
2653,249038
2654,233659
2655,383450
2656,308621
2657,344406
2658,288476
2659,317625
2660,356465
2661,345755
2662,360551
2663,266471
2664,279415
2665,316894
2666,272694
2667,169508
2668,175825
2669,166181
2670,277319
2671,175514
2672,190546
2673,201302
2674,182367
2675,181354
2676,184834
2677,193735
2678,253391
2679,284413
2680,286462
2681,470435
2682,317496
2683,594121
2684,298305
2685,318638
2686,248394
2687,312858
2688,218863
2689,198091
2690,495543
2691,187148
2692,131278
2693,188233
2694,132588
2695,193106
2696,177103
2697,182388
2698,193888
2699,164433
2700,152354
2701,158590
2702,110114
2703,111543
2704,140932
2705,117752
2706,112677
2707,130578
2708,129135
2709,103785
2710,135005
2711,280362
2712,401150
2713,174504
2714,148907
2715,168059
2716,135219
2717,178899
2718,232901
2719,148795
2720,180347
2721,138241
2722,158919
2723,158266
2724,129608
2725,129873
2726,146579
2727,177562
2728,154262
2729,160037
2730,140475
2731,126660
2732,115355
2733,161542
2734,137039
2735,130120
2736,142337
2737,124474
2738,128059
2739,169899
2740,128046
2741,150190
2742,164986
2743,149353
2744,161385
2745,150926
2746,130964
2747,131931
2748,131958
2749,125928
2750,127849
2751,128529
2752,179178
2753,149086
2754,210300
2755,127399
2756,91087
2757,67966
2758,84282
2759,160261
2760,126219
2761,150511
2762,148290
2763,179916
2764,138818
2765,281975
2766,127638
2767,88565
2768,129566
2769,120372
2770,166482
2771,118512
2772,111578
2773,142758
2774,121375
2775,110314
2776,149574
2777,155395
2778,103339
2779,115306
2780,93989
2781,82437
2782,82231
2783,104183
2784,126338
2785,133082
2786,57446
2787,114999
2788,71742
2789,183461
2790,88202
2791,112178
2792,50196
2793,167996
2794,95188
2795,130199
2796,95558
2797,192429
2798,106498
2799,125488
2800,67761
2801,108114
2802,130137
2803,148194
2804,126814
2805,92576
2806,75368
2807,163872
2808,150376
2809,147980
2810,135104
2811,144255
2812,159843
2813,146292
2814,154070
2815,83727
2816,223502
2817,136286
2818,129862
2819,131561
2820,131670
2821,111440
2822,184569
2823,290355
2824,183823
2825,126754
2826,127316
2827,128101
2828,203683
2829,176657
2830,209203
2831,193971
2832,239932
2833,285560
2834,208684
2835,218010
2836,192743
2837,158974
2838,138012
2839,173429
2840,198737
2841,202836
2842,234819
2843,151856
2844,155793
2845,120396
2846,201773
2847,207597
2848,217971
2849,202849
2850,284725
2851,258683
2852,233146
2853,241653
2854,140365
2855,203426
2856,199713
2857,189697
2858,200549
2859,125431
2860,127029
2861,113989
2862,195558
2863,127988
2864,252708
2865,138756
2866,132845
2867,101428
2868,102334
2869,106460
2870,133260
2871,89408
2872,55021
2873,88613
2874,125062
2875,114850
2876,166034
2877,137452
2878,191608
2879,139341
2880,96459
2881,141683
2882,155414
2883,205555
2884,214891
2885,185195
2886,216334
2887,91013
2888,124834
2889,58235
2890,79414
2891,122829
2892,53356
2893,69965
2894,54268
2895,290454
2896,253155
2897,204575
2898,139454
2899,216241
2900,161916
2901,214770
2902,185766
2903,338269
2904,363080
2905,80319
2906,227899
2907,113489
2908,135005
2909,128263
2910,83045
2911,78464
2912,132523
2913,85921
2914,68246
2915,73896
2916,86573
2917,177440
2918,110444
2919,241742
