"Id","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","MSSubClass","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","MasVnrType","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SalePrice"
11,-1.6068912670347,-0.866950619060753,-0.77229463778283,-0.507415853654135,-0.20761280319988,-0.921307858674047,-0.24468703690091,1.05167837347254,-0.969990298125648,-0.0208809304224187,-0.5150100055718,-0.784503797846999,-0.0351725192405223,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,-0.449390204702428,-1.0062855023758,-0.412377882466527,-0.130790275289642,-0.152167027978576,"20","RL","Reg","Lvl","Sawyer","1Fam","1Story","HdBoard","HdBoard","None","TA","CBlock","TA","No","Rec","Ex","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y",5.11226976841727
12,-0.154909457027975,-0.640954849308818,2.07123134317333,-0.507415853654135,1.11308624147149,1.04114171073909,0.0150991152696047,1.25880135891218,-0.872196087573536,0.293458531930741,-1.20001833301356,1.88297471048517,0.220571189798817,1.08856914462012,2.59317317330451,-0.755481188974221,1.38507337327525,-0.68248589225447,2.90992231041567,2.17726005343171,1.0739929761424,1.62041231456399,1.22723323124099,-0.374900606452956,-0.407218531050818,"60","RL","IR1","Lvl","NridgHt","1Fam","2Story","WdShing","Wd Shng","Stone","Ex","PConc","Ex","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y",5.53781909507327
13,-0.602387412066145,-0.440920684427153,-0.77229463778283,0.390722523232461,-0.306665231550233,-1.06490172960672,-0.24468703690091,0.671202454567096,-0.876744655506193,-0.318921309542452,-0.195366879459477,-0.784503797846999,0.0718075258989088,1.08856914462012,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-1.56497629301689,-0.924604452482965,-0.563643943265791,-1.0062855023758,-0.561433438258119,-0.435959993244502,-0.152167027978576,"20","RL","IR2","Lvl","Sawyer","1Fam","1Story","HdBoard","Plywood","None","TA","CBlock","TA","No","ALQ","TA","Y","SBrkr","TA","Typ","None","Detchd","Unf","TA","TA","Y",5.15836249209525
14,-0.0131863110726695,-1.18274077913091,0.649468352695249,-0.507415853654135,1.14610371758828,1.08900633438331,0.0597871803598412,-0.988032765748344,2.12303589608067,1.03623103926895,-0.0590222026574422,-0.784503797846999,-2.06772123824254,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.352837394168492,0.626327800474372,1.11207755566352,1.62041231456399,1.71166378756366,-0.280226925974034,-0.672114541923002,"20","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Stone","Gd","PConc","Gd","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y",5.44638181222244
15,-0.323398055017213,-1.00007944546621,-0.0614131425437907,-0.507415853654135,-0.372700183783801,-1.16063097689516,-0.207474198377555,0.662197107374068,-0.0921166871229716,0.475076887957012,-0.606631652334273,-0.784503797846999,-0.306664636506204,1.08856914462012,-1.02696855750633,1.2334525910238,-1.04515762211958,-0.68248589225447,-0.925705063955099,0.626327800474372,-0.639813102308032,-1.0062855023758,-0.561433438258119,-0.130790275289642,0.392529457401398,"20","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","BrkFace","TA","CBlock","TA","No","BLQ","TA","Y","SBrkr","TA","Typ","Fa","Attchd","RFn","TA","TA","Y",5.19589965240923
16,-0.0806020160417861,-0.288320752208017,0.649468352695249,2.18699927700565,-1.39624194340412,0.801818592517977,-0.24468703690091,-0.988032765748344,0.61745991037142,-0.505196546492473,-0.10332470958111,-0.784503797846999,0.112778988798405,-0.819697799404456,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.925705063955099,-0.924604452482965,0.540808862846712,0.307063406094092,0.481955452283025,-0.442957690282992,-0.0158072951069896,"45","RM","Reg","Lvl","BrkSide","1Fam","1.5Unf","Wd Sdng","Wd Sdng","None","TA","BrkTil","TA","No","Unf","Ex","Y","FuseA","TA","Typ","None","Detchd","Unf","TA","TA","Y",5.12057393120585
17,0.435491019459336,-0.850477717919177,-0.0614131425437907,1.28886090011906,-0.0425254226159578,-0.681984740452933,-0.35590505556821,0.313239903644226,-0.30589937995782,-0.104704787049928,-0.399106112052173,-0.784503797846999,-0.00232842729606587,1.08856914462012,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.925705063955099,0.626327800474372,-0.258967307096824,0.307063406094092,0.0347887849082493,-0.130790275289642,-0.152167027978576,"20","RL","IR1","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","TA","No","ALQ","Ex","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y",5.17318626841227
18,-0.940214397683062,-1.07853122916479,-1.48317613302187,-0.507415853654135,-0.141577850966311,-0.825578611385601,-0.24468703690091,-0.988032765748344,-1.27474434961362,-2.44245901077269,-0.44491300979762,-0.784503797846999,-0.390384509205085,-0.819697799404456,0.78310230789909,-0.755481188974221,-1.04515762211958,0.648707724151998,-0.286433834893304,-0.924604452482965,-0.373221045660187,0.307063406094092,0.20247628517379,-0.130790275289642,-0.152167027978576,"90","RL","Reg","Lvl","Sawyer","Duplex","1Story","MetalSd","MetalSd","None","TA","Slab","None","None","None","TA","Y","SBrkr","TA","Typ","None","CarPort","Unf","TA","TA","Y",4.95424250943933
19,-0.808696852721803,-0.341578094888088,-0.77229463778283,-0.507415853654135,1.08006876535471,0.945412463450646,-0.24468703690091,0.466330805925705,-0.210379453372037,0.151423663756351,-0.94535194701271,-0.784503797846999,-0.111660819498638,1.08856914462012,-1.02696855750633,1.2334525910238,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,1.03590839662128,0.307063406094092,0.481955452283025,-0.130790275289642,-0.0886998158954198,"20","RL","Reg","Lvl","SawyerW","1Fam","1Story","VinylSd","VinylSd","None","TA","PConc","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y",5.20139712432045
20,-1.6068912670347,-0.480960923364744,-0.77229463778283,0.390722523232461,-0.43873513601737,-0.921307858674047,-0.24468703690091,0.146640980573205,-0.0807452672913307,-0.0464937755030466,-0.327342977200177,-0.784503797846999,-0.494192654338508,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,-0.715982261350274,-1.0062855023758,-0.831596633130379,-0.130790275289642,-0.152167027978576,"20","RL","Reg","Lvl","NAmes","1Fam","1Story","BrkFace","Plywood","None","TA","CBlock","TA","No","LwQ","TA","Y","SBrkr","TA","Min1","None","Attchd","Unf","TA","TA","Y",5.14301480025409
21,0.152370924164624,-0.282298828724198,1.36034984793429,-0.507415853654135,1.11308624147149,1.04114171073909,0.193897308342693,-0.988032765748344,1.35887648339441,0.253875044078862,-3.09790275132801,2.06049517163512,0.247093496309924,-0.819697799404456,2.59317317330451,1.2334525910238,1.38507337327525,-0.68248589225447,1.63137985229208,0.626327800474372,1.0739929761424,1.62041231456399,1.77221760710399,0.0632512326558236,0.20140023014366,"60","RL","IR1","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","BrkFace","Gd","PConc","Ex","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","RFn","TA","TA","Y",5.51228406328185
22,-0.25141989654568,-0.462663036512508,0.649468352695249,1.28886090011906,-1.36322446728733,-1.63927721333739,-0.24468703690091,-0.988032765748344,0.173974536937425,-0.959242436558149,-0.889467986271601,-0.784503797846999,-0.104931812232558,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,-1.78235048794166,-1.0062855023758,-0.896808438789201,-0.130790275289642,-0.152167027978576,"45","RM","Reg","Bnk","IDOTRR","1Fam","1.5Unf","Wd Sdng","Wd Sdng","None","TA","PConc","TA","No","Unf","Ex","Y","FuseF","Gd","Typ","Gd","Attchd","Unf","TA","TA","N",5.14426277376199
23,-0.602387412066145,-1.29321556534963,1.36034984793429,-0.507415853654135,1.01403381312114,0.8496832161622,0.00316972592449671,-0.988032765748344,2.76665825855155,1.69517968997965,0.218590269405962,-0.784503797846999,-0.223888191658283,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.352837394168492,0.626327800474372,0.959739237579041,0.307063406094092,0.286320035306561,-0.213626692125282,0.221285355585014,"20","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","BrkFace","Gd","PConc","Gd","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y",5.36172783601759
24,0.0590841844278826,-0.120499219209458,-0.77229463778283,1.28886090011906,0.155579434084748,-0.394796998587595,-0.24468703690091,0.903090144787571,-0.819887556347988,-0.0208809304224187,-0.595897575981885,-0.784503797846999,-0.054552997680919,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,-0.0304598299700995,0.307063406094092,0.463323507809076,-1.29802318176901,-0.029439771640192,"120","RM","Reg","Lvl","MeadowV","TwnhsE","1Story","CemntBd","CmentBd","None","TA","PConc","Gd","No","GLQ","TA","Y","SBrkr","TA","Typ","TA","Attchd","Unf","TA","TA","Y",5.11360915107303
25,-1.18500811975579,-0.615234857891989,-0.77229463778283,2.18699927700565,-0.108560374849527,0.801818592517977,-0.24468703690091,-0.56478144767602,-0.810790420482676,0.0256878788150865,-0.595897575981885,-0.784503797846999,-0.054552997680919,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,0.626327800474372,-0.335136466139066,-1.0062855023758,-0.943388299974073,0.392467553075427,-0.196214844014199,"20","RL","IR1","Lvl","Sawyer","1Fam","1Story","Plywood","Plywood","None","TA","CBlock","TA","Mn","Rec","Ex","Y","SBrkr","Gd","Typ","TA","Attchd","Unf","TA","TA","Y",5.18752072083646
26,0.261364880507244,-0.280703352978371,1.36034984793429,-0.507415853654135,1.17912119370506,1.08900633438331,0.480228781774822,-0.988032765748344,2.2867843416563,1.20387875252397,0.0599655458823037,-0.784503797846999,-0.688749068646488,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.352837394168492,0.626327800474372,1.15016213518465,1.62041231456399,1.94456309348802,-0.130790275289642,-0.886332864417365,"20","RL","Reg","Lvl","NridgHt","1Fam","1Story","VinylSd","VinylSd","Stone","Gd","PConc","Gd","No","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y",5.40874860618424
27,-0.37114851867897,-0.424221736321631,-0.77229463778283,1.28886090011906,-0.66985746883486,0.753953968873755,-0.24468703690091,-0.461219954956196,-0.865373235674552,-0.346862595084955,-0.174656999419738,-0.784503797846999,0.0806073532645529,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,1.0739929761424,0.307063406094092,0.481955452283025,0.00626294492031408,-0.642719558882473,"20","RL","Reg","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","None","TA","CBlock","TA","Mn","BLQ","TA","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y",5.1296898921993
28,0.108976507851717,-0.765848091739554,1.36034984793429,-0.507415853654135,1.17912119370506,1.13687095802754,-0.257381786297928,1.75409545452873,-0.16944234197813,1.52520353626275,0.151678403662653,-0.784503797846999,-0.382940129436067,1.08856914462012,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.352837394168492,0.626327800474372,1.18824671470577,1.62041231456399,1.39492073150653,-0.130790275289642,-1.39228948459081,"20","RL","Reg","Lvl","NridgHt","1Fam","1Story","VinylSd","VinylSd","Stone","Gd","PConc","Ex","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y",5.48572142648158
29,0.00461458013270598,-0.101388061763687,-0.77229463778283,0.390722523232461,-0.471752612134154,0.610360097941086,-0.24468703690091,1.8869243256259,-0.803967568583691,1.0129466346502,0.0599655458823037,-0.784503797846999,-0.688749068646488,1.08856914462012,-1.02696855750633,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.286433834893304,2.17726005343171,-0.754066840871395,-1.0062855023758,-0.715146980168198,0.186427964950086,0.49686033643877,"20","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","None","TA","CBlock","TA","Gd","BLQ","TA","Y","SBrkr","TA","Typ","Gd","Attchd","RFn","TA","TA","Y",5.31701810104811
30,-0.37114851867897,-0.310941678843677,-1.48317613302187,0.390722523232461,-1.46227689563768,-1.63927721333739,-0.24468703690091,-0.988032765748344,-0.0921166871229716,-1.23166997059755,0.218852538709235,-0.784503797846999,0.294174043362694,-0.819697799404456,-1.02696855750633,-0.755481188974221,-2.260273119817,-0.68248589225447,-1.56497629301689,-0.924604452482965,-2.16319628315286,-1.0062855023758,-1.08312788352869,-0.452581397233047,-0.152167027978576,"30","RM","IR1","Lvl","BrkSide","1Fam","1Story","MetalSd","MetalSd","None","TA","BrkTil","TA","No","Unf","Fa","N","SBrkr","Fa","Typ","None","Detchd","Unf","Fa","TA","Y",4.83569057149243
31,-0.0576797558227794,-0.677790908654979,-1.48317613302187,-1.40555423054073,-1.69339922845518,-1.63927721333739,-0.24468703690091,-0.988032765748344,0.201265944533363,-0.931301151015646,0.120696562743492,0.775807623839419,-0.437994619119967,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,-2.16319628315286,-1.0062855023758,-1.03654802234382,-0.130790275289642,-0.99948129586986,"70","C (all)","Reg","Lvl","IDOTRR","1Fam","2Story","BrkFace","BrkFace","None","TA","BrkTil","TA","No","Unf","TA","N","SBrkr","TA","Typ","None","Detchd","Unf","TA","Fa","N",4.60205999132796
32,-0.530429469333648,-0.689605965666926,-0.77229463778283,0.390722523232461,-0.174595327083095,1.04114171073909,-0.24468703690091,-0.988032765748344,1.51807636103738,0.41686587641013,-0.738757062073998,-0.784503797846999,-0.264508216682598,-0.819697799404456,-1.02696855750633,1.2334525910238,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,-0.411305625181307,-1.0062855023758,-0.938730313855586,-0.130790275289642,-0.578383550547764,"20","RL","IR1","Lvl","Sawyer","1Fam","1Story","HdBoard","HdBoard","None","TA","CBlock","TA","No","Unf","Gd","Y","SBrkr","Gd","Typ","None","Attchd","Unf","TA","TA","Y",5.17420522694015
33,-0.154909457027975,-0.933654451539525,1.36034984793429,-0.507415853654135,1.17912119370506,1.08900633438331,-0.24468703690091,-0.988032765748344,1.53172206483535,0.430836519181382,-0.703191495996743,-0.784503797846999,-0.274258863911663,-0.819697799404456,0.78310230789909,-0.755481188974221,0.169957875577836,-0.68248589225447,0.352837394168492,-0.924604452482965,1.15016213518465,0.307063406094092,0.0534207293821983,-0.130790275289642,-0.589299445636619,"20","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","None","Gd","PConc","Ex","Av","Unf","Ex","Y","SBrkr","Gd","Typ","None","Attchd","RFn","TA","TA","Y",5.25503116334555
34,-1.6068912670347,-1.27699819710694,-0.77229463778283,-0.507415853654135,-0.405717659900586,-1.20849560053938,-0.24468703690091,1.30382809487732,-0.410516442408916,0.812700754928925,0.148486851606075,-0.784503797846999,-0.391466498074024,-0.819697799404456,-1.02696855750633,1.2334525910238,1.38507337327525,-0.68248589225447,-0.286433834893304,0.626327800474372,-0.677897681829153,0.307063406094092,-0.11892475700183,-0.130790275289642,-0.859293424958435,"20","RL","IR1","Lvl","NAmes","1Fam","1Story","BrkFace","BrkFace","None","TA","CBlock","TA","No","Rec","Gd","Y","SBrkr","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y",5.21879799811174
35,-0.37114851867897,-0.441246570478174,2.07123134317333,-0.507415853654135,1.11308624147149,0.993277087094869,-0.091004283898148,1.60775856264202,-0.346836491351727,1.19223655021459,0.0198775413794456,-0.784503797846999,-0.898674076224698,1.08856914462012,0.78310230789909,-0.755481188974221,-1.04515762211958,-0.68248589225447,-0.286433834893304,0.626327800474372,1.0739929761424,0.307063406094092,0.38879572991328,-0.0633020396334805,-2.37955962419653,"120","RL","Reg","Lvl","NridgHt","TwnhsE","1Story","MetalSd","MetalSd","BrkFace","Ex","PConc","Ex","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y",5.4432629874587
36,0.239397956696259,-0.376802961886788,1.36034984793429,-0.507415853654135,1.08006876535471,0.993277087094869,-0.766139374090806,-0.988032765748344,1.26563084077495,0.158408985141976,-1.17595253043461,2.29874631686269,0.283157273337755,-0.819697799404456,2.59317317330451,1.2334525910238,1.38507337327525,-0.68248589225447,1.63137985229208,0.626327800474372,1.03590839662128,1.62041231456399,1.01762385590906,-0.815059815421021,-0.642719558882473,"60","RL","Reg","Lvl","NridgHt","1Fam","2Story","VinylSd","VinylSd","Stone","Gd","PConc","Ex","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y",5.48995847942483
37,0.282273991948734,-1.03541868422735,-0.77229463778283,-0.507415853654135,0.749894004186866,0.51463085065264,-0.24468703690091,-0.988032765748344,1.22014516144839,0.111840175904471,-0.802623793452958,-0.784503797846999,-0.0928597282332658,-0.819697799404456,-1.02696855750633,1.2334525910238,0.169957875577836,-0.68248589225447,-0.286433834893304,-0.924604452482965,0.693147180931196,0.307063406094092,0.929122119657802,0.372553428023201,-0.603611115599659,"20","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","None","TA","PConc","Gd","No","Unf","Ex","Y","SBrkr","TA","Typ","None","Attchd","Unf","TA","TA","Y",5.16136800223498
38,-0.688682855918487,-0.686351668949605,-0.77229463778283,0.390722523232461,-0.570805040484507,0.275307732431526,0.488219139019973,1.74283877053745,-1.08370449644206,0.577528268279523,-0.441784242719925,-0.784503797846999,-0.392537133074939,-0.819697799404456,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,0.626327800474372,-0.868320579434757,0.307063406094092,0.11863253504102,-0.130790275289642,-0.152167027978576,"20","RL","Reg","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","BrkFace","TA","CBlock","TA","No","Rec","Gd","Y","SBrkr","TA","Typ","TA","Attchd","Fin","TA","TA","Y",5.1846914308176
39,-1.18500811975579,-0.546634499572635,-0.77229463778283,1.28886090011906,-0.603822516601292,1.08900633438331,-0.24468703690091,0.657694433777554,-0.533327776590638,0.0187025574294607,-0.582761674836382,-0.784503797846999,-0.0515902150220817,1.08856914462012,-1.02696855750633,-0.755481188974221,0.169957875577836,-0.68248589225447,-0.925705063955099,-0.924604452482965,-0.906405158955878,-1.0062855023758,-1.05517996681777,-0.130790275289642,-1.15291082340944,"20","RL","Reg","Lvl","NAmes","1Fam","1Story","VinylSd","VinylSd","None","TA","CBlock","TA","No","GLQ","TA","Y","SBrkr","Gd","Typ","None","Detchd","Unf","TA","TA","Y",5.03742649794062
